,id,title,arousal,energyLevel,energyDynamics,musicalEraTag,mood,moodTags,genre,genreTags,subgenre,,subgenreTags,bpmPrediction,bpmRangeAdjusted,keyPrediction
151,9530992,Ricky Razu - Bianco.mp3,0.1357779284,variable,high,mid / late 1990s,"{'aggressive': 0.016160687431693077, 'calm': 0.2434825897216797, 'chilled': 0.548439621925354, 'dark': 0.04948507249355316, 'energetic': 0.37965893745422363, 'epic': 0.06797292083501816, 'happy': 0.6474027037620544, 'romantic': 0.36001354455947876, 'sad': 0.2151138037443161, 'scary': 0.01132398284971714, 'sexy': 0.28992703557014465, 'ethereal': 0.2551537752151489, 'uplifting': 0.4734947681427002}","['chilled', 'happy']","{'ambient': 0.10006612573784811, 'blues': 0.007263026821116607, 'classical': 0.017603547019125136, 'electronicDance': 0.6175409969356325, 'folkCountry': 0.007220840978401678, 'funkSoul': 0.07077002566721705, 'jazz': 0.10463827372425133, 'latin': 0.05095199724935271, 'metal': 0.007167572086607969, 'pop': 0.05852585879188997, 'rapHipHop': 0.017913116418101168, 'reggae': 0.01349557563662529, 'rnb': 0.015904801725237457, 'rock': 0.04029647288499055, 'singerSongwriter': 0.007620998865200413}",['electronicDance'],"{'abstractIDMLeftfield': 0.08263674015703966, 'breakbeatDnB': 0.049384348537169505, 'deepHouse': 0.5205657823719609, 'electro': 0.25151181352180496, 'house': 0.6237273560443395, 'minimal': 0.09679178359695303, 'synthPop': 0.08975018666152068, 'techHouse': 0.18334629397157212, 'techno': 0.16514778431032745, 'trance': 0.013564292951626375}",,"['deepHouse', 'house']","{'value': 122, 'confidence': 0.6985286338656557}",122,"{'value': 'dsMinor', 'confidence': 0.65324358318163}"
152,9530991,Wövv - Familiar.mp3,0.2498767413,medium,medium,late 2000s / contemporary,"{'aggressive': 0.10298404097557068, 'calm': 0.12577717006206512, 'chilled': 0.46134909987449646, 'dark': 0.3869023323059082, 'energetic': 0.3756538927555084, 'epic': 0.083837129175663, 'happy': 0.15182210505008698, 'romantic': 0.1367577761411667, 'sad': 0.29081031680107117, 'scary': 0.13374266028404236, 'sexy': 0.4201209545135498, 'ethereal': 0.47190073132514954, 'uplifting': 0.37480607628822327}",['ambiguous'],"{'ambient': 0.09132208504403631, 'blues': 0.006715669995173812, 'classical': 0.01183515825929741, 'electronicDance': 0.8631791124741236, 'folkCountry': 0.005560041715701421, 'funkSoul': 0.019819311758813758, 'jazz': 0.011591966380365193, 'latin': 0.0109475611243397, 'metal': 0.008578289998695254, 'pop': 0.03998663811944425, 'rapHipHop': 0.016512942461607356, 'reggae': 0.009384241498385867, 'rnb': 0.013487094431184232, 'rock': 0.03340597699085871, 'singerSongwriter': 0.006234898891610404}",['electronicDance'],"{'abstractIDMLeftfield': 0.03594213785918972, 'breakbeatDnB': 0.0244316472181515, 'deepHouse': 0.4684813031413424, 'electro': 0.2540043119458467, 'house': 0.7664580457792507, 'minimal': 0.18939625536362956, 'synthPop': 0.012384582339331332, 'techHouse': 0.3916655256464256, 'techno': 0.2737545138151627, 'trance': 0.0323518071024345}",,['house'],"{'value': 130, 'confidence': 0.8234062045228248}",130,"{'value': 'bbMinor', 'confidence': 0.15155586989029596}"
153,9530990,TERRENCE PARKER - I LOVE THE WAY U HOLD ME [TP_s BANGIN_ HOUSE RE-EDIT].mp3,0.7350216204,high,low,late 2000s / contemporary,"{'aggressive': 0.12670285999774933, 'calm': 0.014702529646456242, 'chilled': 0.22670873999595642, 'dark': 0.042654313147068024, 'energetic': 0.799640417098999, 'epic': 0.10669205337762833, 'happy': 0.6632771492004395, 'romantic': 0.10817424952983856, 'sad': 0.08918092399835587, 'scary': 0.022038022056221962, 'sexy': 0.4593575596809387, 'ethereal': 0.22422224283218384, 'uplifting': 0.8491230607032776}","['energetic', 'happy', 'uplifting']","{'ambient': 0.04015918399976647, 'blues': 0.007598494928654121, 'classical': 0.00909008510896693, 'electronicDance': 0.8461594996245011, 'folkCountry': 0.0049433592180519, 'funkSoul': 0.06541112316367419, 'jazz': 0.020920429743178513, 'latin': 0.019186993170043697, 'metal': 0.007090170341341392, 'pop': 0.09386136123667592, 'rapHipHop': 0.019065620701598084, 'reggae': 0.00901574422807797, 'rnb': 0.024257164488991966, 'rock': 0.02945611229085404, 'singerSongwriter': 0.005677401250147302}",['electronicDance'],"{'abstractIDMLeftfield': 0.022187208899413235, 'breakbeatDnB': 0.07631577219969282, 'deepHouse': 0.8506660250325998, 'electro': 0.051335385057609526, 'house': 0.8767258140568932, 'minimal': 0.011523205259193977, 'synthPop': 0.010758021717022833, 'techHouse': 0.15573664422457417, 'techno': 0.06214725351892412, 'trance': 0.019322015081100593}",,"['deepHouse', 'house']","{'value': 122, 'confidence': 0.9285256180108762}",122,"{'value': 'fMinor', 'confidence': 0.3764647400897482}"
154,9530989,Stratton - Ascend [ARK01].mp3,0.3172391341,medium,medium,late 1990s / early 2000s,"{'aggressive': 0.06287866830825806, 'calm': 0.10202884674072266, 'chilled': 0.4480500817298889, 'dark': 0.08312608301639557, 'energetic': 0.4192679822444916, 'epic': 0.14802448451519012, 'happy': 0.589113712310791, 'romantic': 0.2884374260902405, 'sad': 0.19254598021507263, 'scary': 0.032322484999895096, 'sexy': 0.176691934466362, 'ethereal': 0.2632242739200592, 'uplifting': 0.3990755081176758}",['happy'],"{'ambient': 0.08485240365068118, 'blues': 0.008056784514337778, 'classical': 0.037618013010138555, 'electronicDance': 0.5881961055454754, 'folkCountry': 0.005794485421141698, 'funkSoul': 0.09456313219631002, 'jazz': 0.15220989406641042, 'latin': 0.021650112411450772, 'metal': 0.006996082518959329, 'pop': 0.052809543907642365, 'rapHipHop': 0.02928077635754432, 'reggae': 0.06742312595070828, 'rnb': 0.02333764736318872, 'rock': 0.036266024534900985, 'singerSongwriter': 0.005550943747428911}",['electronicDance'],"{'abstractIDMLeftfield': 0.06973705462574421, 'breakbeatDnB': 0.5914893105777131, 'deepHouse': 0.2313571890799312, 'electro': 0.09485236447103121, 'house': 0.3539098339440586, 'minimal': 0.03714279002333815, 'synthPop': 0.02057511812319291, 'techHouse': 0.1064198479215774, 'techno': 0.10623418302317192, 'trance': 0.053951254429144634}",,['breakbeatDnB'],"{'value': 129, 'confidence': 0.5779532039866728}",129,"{'value': 'dMinor', 'confidence': 0.32030058943707007}"
155,9530988,ODE TO 97 - First Day In Time (Tigerskin Remix).mp3,-0.3399116974,medium,low,contemporary,"{'aggressive': 0.04071471467614174, 'calm': 0.46178027987480164, 'chilled': 0.7223753333091736, 'dark': 0.4965871274471283, 'energetic': 0.12186862528324127, 'epic': 0.12861426174640656, 'happy': 0.11168341338634491, 'romantic': 0.3403621017932892, 'sad': 0.562232255935669, 'scary': 0.12159665673971176, 'sexy': 0.2123536318540573, 'ethereal': 0.7372848987579346, 'uplifting': 0.09702790528535843}","['chilled', 'sad', 'ethereal']","{'ambient': 0.11739194032645994, 'blues': 0.006506206753152994, 'classical': 0.011280624376189324, 'electronicDance': 0.8702292884549787, 'folkCountry': 0.006210439102423768, 'funkSoul': 0.025391849659142957, 'jazz': 0.01466644648462534, 'latin': 0.012490296375847632, 'metal': 0.007543489787607423, 'pop': 0.04516324485021253, 'rapHipHop': 0.01864474489083213, 'reggae': 0.010076192658274405, 'rnb': 0.014782198404352511, 'rock': 0.03244282767897652, 'singerSongwriter': 0.006545232789170357}",['electronicDance'],"{'abstractIDMLeftfield': 0.07118485784558065, 'breakbeatDnB': 0.041505333192595084, 'deepHouse': 0.7130982456214588, 'electro': 0.045559170453072145, 'house': 0.8277694760290392, 'minimal': 0.11889187559668273, 'synthPop': 0.017081404156251555, 'techHouse': 0.35179215966741, 'techno': 0.14142236568353658, 'trance': 0.005195604085185182}",,"['deepHouse', 'house']","{'value': 122, 'confidence': 0.9514441396675858}",122,"{'value': 'fsMinor', 'confidence': 0.2664179179979407}"
156,9530986,MACKA - BACK IN THE ROOM (THINKING OF YOU).mp3,0.6675540022,high,low,late 1990s / early 2000s,"{'aggressive': 0.07983169704675674, 'calm': 0.02284410409629345, 'chilled': 0.3167262077331543, 'dark': 0.05148499086499214, 'energetic': 0.7089117169380188, 'epic': 0.11129692196846008, 'happy': 0.5997514724731445, 'romantic': 0.12777970731258392, 'sad': 0.11426207423210144, 'scary': 0.023200782015919685, 'sexy': 0.5134497284889221, 'ethereal': 0.30982276797294617, 'uplifting': 0.7936599850654602}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.029902754215678822, 'blues': 0.008599108618606502, 'classical': 0.009093071625102311, 'electronicDance': 0.6851759323229393, 'folkCountry': 0.007701585476752371, 'funkSoul': 0.18700210455184182, 'jazz': 0.036758217960596085, 'latin': 0.041928632805744805, 'metal': 0.006010143144521862, 'pop': 0.18698886580144367, 'rapHipHop': 0.023231316280240815, 'reggae': 0.017837701986233395, 'rnb': 0.0350240603244553, 'rock': 0.03874285193160176, 'singerSongwriter': 0.006540229970899721}",['electronicDance'],"{'abstractIDMLeftfield': 0.03091460369586006, 'breakbeatDnB': 0.10480654823747794, 'deepHouse': 0.17720073408733203, 'electro': 0.13895900564004235, 'house': 0.4162078888749513, 'minimal': 0.038230437228060146, 'synthPop': 0.040112703118297295, 'techHouse': 0.18983260531887763, 'techno': 0.23033265975545944, 'trance': 0.24066059997921266}",,['house'],"{'value': 130, 'confidence': 0.9070256251914829}",130,"{'value': 'gMinor', 'confidence': 0.41900675193123194}"
157,9530985,LOODS - NEVER THE SAME [STEEL CITY DANCE DISCS].mp3,0.6445196302,high,low,early / mid 2000s,"{'aggressive': 0.05339331179857254, 'calm': 0.03281954675912857, 'chilled': 0.32170772552490234, 'dark': 0.041684266179800034, 'energetic': 0.6918545961380005, 'epic': 0.19105523824691772, 'happy': 0.6611186265945435, 'romantic': 0.17790740728378296, 'sad': 0.1459176391363144, 'scary': 0.01738807186484337, 'sexy': 0.3781437277793884, 'ethereal': 0.3140343427658081, 'uplifting': 0.7534900903701782}","['energetic', 'happy', 'uplifting']","{'ambient': 0.039180144062265755, 'blues': 0.008826041873544455, 'classical': 0.00993034578859806, 'electronicDance': 0.7831670351326465, 'folkCountry': 0.005882306583225727, 'funkSoul': 0.11367542762309313, 'jazz': 0.028967724088579415, 'latin': 0.01508044614456594, 'metal': 0.007061328343115747, 'pop': 0.09568104986101389, 'rapHipHop': 0.019552852725610137, 'reggae': 0.008937758952379226, 'rnb': 0.023361293412745, 'rock': 0.033160976227372886, 'singerSongwriter': 0.0059826483484357595}",['electronicDance'],"{'abstractIDMLeftfield': 0.03207241011561844, 'breakbeatDnB': 0.09229158730102846, 'deepHouse': 0.2586638448186792, 'electro': 0.14895953323978645, 'house': 0.5164543679700448, 'minimal': 0.042373115297568105, 'synthPop': 0.05402310667201304, 'techHouse': 0.2443725279209992, 'techno': 0.18593203167144495, 'trance': 0.17783712606783061}",,['house'],"{'value': 128, 'confidence': 0.8837976792279412}",128,"{'value': 'aMinor', 'confidence': 0.4177430194357167}"
158,9530984,Jakobin - See Me Through.mp3,0.06674219439,medium,medium,early / mid 2000s,"{'aggressive': 0.013438663445413113, 'calm': 0.2298533171415329, 'chilled': 0.6838870644569397, 'dark': 0.05601976439356804, 'energetic': 0.2965955436229706, 'epic': 0.10154767334461212, 'happy': 0.5660125017166138, 'romantic': 0.3744291067123413, 'sad': 0.2531474530696869, 'scary': 0.010745585896074772, 'sexy': 0.4042227566242218, 'ethereal': 0.4690167009830475, 'uplifting': 0.43774598836898804}","['chilled', 'happy']","{'ambient': 0.05515539918381434, 'blues': 0.006772243811820562, 'classical': 0.009715003713678855, 'electronicDance': 0.8879763117203345, 'folkCountry': 0.005123912428434079, 'funkSoul': 0.02033577637317089, 'jazz': 0.010943479728526793, 'latin': 0.011104807830773868, 'metal': 0.008117504561176667, 'pop': 0.04082201693493586, 'rapHipHop': 0.01631882321089506, 'reggae': 0.008998590808075208, 'rnb': 0.013639869454961557, 'rock': 0.03023514817827023, 'singerSongwriter': 0.005599012544665199}",['electronicDance'],"{'abstractIDMLeftfield': 0.032978583268318186, 'breakbeatDnB': 0.019540913997007275, 'deepHouse': 0.5136355090424092, 'electro': 0.05502185810112605, 'house': 0.6589100088135604, 'minimal': 0.10477165245607387, 'synthPop': 0.1169628244977662, 'techHouse': 0.2877384669344573, 'techno': 0.0865425152608948, 'trance': 0.02100928934132952}",,"['deepHouse', 'house']","{'value': 120, 'confidence': 0.9414872711780025}",120,"{'value': 'aMinor', 'confidence': 0.7002155469811481}"
159,9530983,Felipe Gordon - For José And Martha.mp3,0.4678386654,high,medium,contemporary,"{'aggressive': 0.07456482201814651, 'calm': 0.08338860422372818, 'chilled': 0.43289870023727417, 'dark': 0.12884686887264252, 'energetic': 0.5667200088500977, 'epic': 0.057789865881204605, 'happy': 0.43714579939842224, 'romantic': 0.14236560463905334, 'sad': 0.17061978578567505, 'scary': 0.05241725593805313, 'sexy': 0.6395771503448486, 'ethereal': 0.3898259401321411, 'uplifting': 0.6858565807342529}","['energetic', 'sexy', 'uplifting']","{'ambient': 0.054210575466806236, 'blues': 0.006757176968015053, 'classical': 0.009678959338502451, 'electronicDance': 0.8866725889119235, 'folkCountry': 0.005054945062676614, 'funkSoul': 0.020495454272763294, 'jazz': 0.011128998615524986, 'latin': 0.011158725077455694, 'metal': 0.007966269336810166, 'pop': 0.04059952209618958, 'rapHipHop': 0.016415274363349785, 'reggae': 0.008952275341884657, 'rnb': 0.013609760398553177, 'rock': 0.029922162521291863, 'singerSongwriter': 0.005547383651984009}",['electronicDance'],"{'abstractIDMLeftfield': 0.012332767028369588, 'breakbeatDnB': 0.013987669882320414, 'deepHouse': 0.8990310425388401, 'electro': 0.018240851588980776, 'house': 0.9434498676965977, 'minimal': 0.02001257490262325, 'synthPop': 0.0032190203983818405, 'techHouse': 0.2096838884312531, 'techno': 0.03403517093653951, 'trance': 0.0012404013273539774}",,"['deepHouse', 'house']","{'value': 120, 'confidence': 0.9262230966605393}",120,"{'value': 'gsMinor', 'confidence': 0.4117073183474333}"
160,9530982,Danny Snowden - Feelin.mp3,0.7339953783,high,low,late 2000s / contemporary,"{'aggressive': 0.1498316079378128, 'calm': 0.015580466948449612, 'chilled': 0.23930446803569794, 'dark': 0.07353897392749786, 'energetic': 0.794096827507019, 'epic': 0.09859893471002579, 'happy': 0.5333352088928223, 'romantic': 0.08510832488536835, 'sad': 0.10125942528247833, 'scary': 0.03663674741983414, 'sexy': 0.567392110824585, 'ethereal': 0.2823532223701477, 'uplifting': 0.8502987623214722}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.05137138798832894, 'blues': 0.006784515213221312, 'classical': 0.009730920046567917, 'electronicDance': 0.8798285627365112, 'folkCountry': 0.005041477419435978, 'funkSoul': 0.026036731377243997, 'jazz': 0.011765288524329662, 'latin': 0.01146613508462906, 'metal': 0.007696395004168153, 'pop': 0.04693742573261261, 'rapHipHop': 0.017723462879657745, 'reggae': 0.01224984522908926, 'rnb': 0.014731912687420846, 'rock': 0.030987193807959557, 'singerSongwriter': 0.005562914833426476}",['electronicDance'],"{'abstractIDMLeftfield': 0.010561128579668498, 'breakbeatDnB': 0.06989690097583126, 'deepHouse': 0.2815513594668041, 'electro': 0.04090368100839068, 'house': 0.6850843660591185, 'minimal': 0.09805046111099826, 'synthPop': 0.008503954355941559, 'techHouse': 0.43279217739495657, 'techno': 0.13874133007759734, 'trance': 0.2550334670705461}",,['house'],"{'value': 130, 'confidence': 0.8630745083678002}",130,"{'value': 'aMinor', 'confidence': 0.42404868291771924}"
161,9531094,1189993_Raw_Cuts__2_Original_Mix.mp3,0.7105241798,high,low,mid / late 2000s,"{'aggressive': 0.12030360847711563, 'calm': 0.015938932076096535, 'chilled': 0.25507572293281555, 'dark': 0.06822897493839264, 'energetic': 0.7542321681976318, 'epic': 0.07052935659885406, 'happy': 0.47535276412963867, 'romantic': 0.07863158732652664, 'sad': 0.09436247497797012, 'scary': 0.029305405914783478, 'sexy': 0.6092548370361328, 'ethereal': 0.26364362239837646, 'uplifting': 0.8391916751861572}","['energetic', 'sexy', 'uplifting']","{'ambient': 0.03817289119417017, 'blues': 0.007702121765098788, 'classical': 0.007669330669820986, 'electronicDance': 0.6983978385952386, 'folkCountry': 0.0051214680371975355, 'funkSoul': 0.21291672683913598, 'jazz': 0.04026677256280726, 'latin': 0.025526531717993996, 'metal': 0.006810760972174731, 'pop': 0.0699207882650874, 'rapHipHop': 0.024780312129719692, 'reggae': 0.017472127240828493, 'rnb': 0.03261793713847345, 'rock': 0.03328866155987436, 'singerSongwriter': 0.005163068428042938}",['electronicDance'],"{'abstractIDMLeftfield': 0.03949097730832076, 'breakbeatDnB': 0.17702549494590544, 'deepHouse': 0.6616124604877672, 'electro': 0.12001894706484388, 'house': 0.7604507965999737, 'minimal': 0.04552287888598808, 'synthPop': 0.02993865468306467, 'techHouse': 0.24533224618879326, 'techno': 0.07091659278069672, 'trance': 0.003400183716286464}",,"['deepHouse', 'house']","{'value': 120, 'confidence': 0.8538977529488357}",120,"{'value': 'gMinor', 'confidence': 0.38227725028991694}"
162,9531093,1168386_Quadrilette_Original_Mix.mp3,0.6494699979,high,low,early / mid 1990s,"{'aggressive': 0.05107724294066429, 'calm': 0.01988244615495205, 'chilled': 0.3369605541229248, 'dark': 0.05045890808105469, 'energetic': 0.6940727829933167, 'epic': 0.06317359209060669, 'happy': 0.6152600646018982, 'romantic': 0.10828867554664612, 'sad': 0.10222986340522766, 'scary': 0.020193252712488174, 'sexy': 0.6322559118270874, 'ethereal': 0.2925546169281006, 'uplifting': 0.8349230289459229}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.04292454086244106, 'blues': 0.006802150122821331, 'classical': 0.008759497124701738, 'electronicDance': 0.8571310043334961, 'folkCountry': 0.005006602741777897, 'funkSoul': 0.04972698673605919, 'jazz': 0.012747652903199196, 'latin': 0.013222721368074418, 'metal': 0.007484052833169699, 'pop': 0.049007002264261246, 'rapHipHop': 0.02154155194759369, 'reggae': 0.012337207682430745, 'rnb': 0.01906906146556139, 'rock': 0.03148509673774243, 'singerSongwriter': 0.005308203585445881}",['electronicDance'],"{'abstractIDMLeftfield': 0.05785484747134877, 'breakbeatDnB': 0.1659672147405327, 'deepHouse': 0.44958768527310594, 'electro': 0.12418179692966598, 'house': 0.7475789783144355, 'minimal': 0.11473533711431169, 'synthPop': 0.04264546231597774, 'techHouse': 0.42288365752849366, 'techno': 0.08223131000015296, 'trance': 0.015200168512327443}",,['house'],"{'value': 126, 'confidence': 0.9825353884229473}",126,"{'value': 'eMinor', 'confidence': 0.6254795945209006}"
163,9531092,02. Cylence 412.mp3,0.4376644311,high,medium,late 2000s / contemporary,"{'aggressive': 0.044153522700071335, 'calm': 0.07854150980710983, 'chilled': 0.3953756093978882, 'dark': 0.15144450962543488, 'energetic': 0.5184767246246338, 'epic': 0.11794747412204742, 'happy': 0.4468727111816406, 'romantic': 0.17458705604076385, 'sad': 0.21769291162490845, 'scary': 0.048942890018224716, 'sexy': 0.3777477443218231, 'ethereal': 0.4106031060218811, 'uplifting': 0.5451349020004272}","['energetic', 'uplifting']","{'ambient': 0.0797864655032754, 'blues': 0.006578725995495915, 'classical': 0.01170363527489826, 'electronicDance': 0.8765484541654587, 'folkCountry': 0.006398606754373759, 'funkSoul': 0.02001212304458022, 'jazz': 0.011313003778923303, 'latin': 0.01172577781835571, 'metal': 0.00803010305389762, 'pop': 0.0418091646861285, 'rapHipHop': 0.015627266722731292, 'reggae': 0.009640339703764766, 'rnb': 0.013210248143877834, 'rock': 0.032373891794122756, 'singerSongwriter': 0.006337875121971592}",['electronicDance'],"{'abstractIDMLeftfield': 0.032978345653384755, 'breakbeatDnB': 0.024172980332982607, 'deepHouse': 0.41915171516352684, 'electro': 0.04958746968715013, 'house': 0.8283970201837605, 'minimal': 0.28636301831267347, 'synthPop': 0.006527938902774162, 'techHouse': 0.6503958705512957, 'techno': 0.22434646516353235, 'trance': 0.01249993519573847}",,"['house', 'techHouse']","{'value': 125, 'confidence': 0.9740992527382046}",125,"{'value': 'cMinor', 'confidence': 0.5783944959225862}"
164,9531091,01. Battery Park.mp3,-0.3116985716,variable,high,mid / late 2000s,"{'aggressive': 0.015181216411292553, 'calm': 0.4757954478263855, 'chilled': 0.815560519695282, 'dark': 0.1586799919605255, 'energetic': 0.15833069384098053, 'epic': 0.07231108099222183, 'happy': 0.2918854355812073, 'romantic': 0.5009451508522034, 'sad': 0.43033042550086975, 'scary': 0.025904908776283264, 'sexy': 0.42259863018989563, 'ethereal': 0.6544252038002014, 'uplifting': 0.2574654221534729}","['chilled', 'romantic', 'ethereal']","{'ambient': 0.1294742324634602, 'blues': 0.00669201365426967, 'classical': 0.02143733188706009, 'electronicDance': 0.8154612858044473, 'folkCountry': 0.006353827119853936, 'funkSoul': 0.019630551534263713, 'jazz': 0.012651253834758935, 'latin': 0.01100695760626542, 'metal': 0.00865913275629282, 'pop': 0.03884517842609631, 'rapHipHop': 0.01696225397877003, 'reggae': 0.00969894294087824, 'rnb': 0.0133867192229158, 'rock': 0.03773005326327525, 'singerSongwriter': 0.007210408484465198}",['electronicDance'],"{'abstractIDMLeftfield': 0.07287504522816626, 'breakbeatDnB': 0.055311399058090766, 'deepHouse': 0.41663847716920305, 'electro': 0.13438332746877815, 'house': 0.753287373016579, 'minimal': 0.20641863199345994, 'synthPop': 0.03347454373630686, 'techHouse': 0.5414902632961972, 'techno': 0.14922044269100884, 'trance': 0.006779876283623956}",,['house'],"{'value': 125, 'confidence': 0.8143473905675551}",125,"{'value': 'aMinor', 'confidence': 0.6694842421490214}"
165,9531090,YNTRO - MAKES ME WANNA [YNTRO 001].mp3,0.8949353209,high,low,early / mid 2000s,"{'aggressive': 0.3980391323566437, 'calm': 0.006876501254737377, 'chilled': 0.07608629018068314, 'dark': 0.08731388300657272, 'energetic': 0.9144479632377625, 'epic': 0.2075646072626114, 'happy': 0.3896675109863281, 'romantic': 0.048632536083459854, 'sad': 0.09588484466075897, 'scary': 0.05443347617983818, 'sexy': 0.300008088350296, 'ethereal': 0.18912483751773834, 'uplifting': 0.8432723879814148}","['energetic', 'uplifting']","{'ambient': 0.04189473729241978, 'blues': 0.008186096579513767, 'classical': 0.00847462226044048, 'electronicDance': 0.8651917522603815, 'folkCountry': 0.004607198865745555, 'funkSoul': 0.02705260586332191, 'jazz': 0.011688543060286478, 'latin': 0.012505004605786367, 'metal': 0.008827900895002213, 'pop': 0.047669559717178345, 'rapHipHop': 0.06379600648175586, 'reggae': 0.015404426831413399, 'rnb': 0.022007754834538155, 'rock': 0.034470492296598175, 'singerSongwriter': 0.005476931364021518}",['electronicDance'],"{'abstractIDMLeftfield': 0.04066817334959986, 'breakbeatDnB': 0.097066809820225, 'deepHouse': 0.2572816133377005, 'electro': 0.19960346027109466, 'house': 0.6536448524012918, 'minimal': 0.12882042816672168, 'synthPop': 0.031862367864423355, 'techHouse': 0.4340574288527008, 'techno': 0.30463388626326304, 'trance': 0.0266036597217937}",,['house'],"{'value': 126, 'confidence': 0.8689128202550551}",126,"{'value': 'bbMinor', 'confidence': 0.5356160454128099}"
166,9531089,YNTRO - MAKES ME WANNA [YNTRO 001] (1).mp3,0.894894015,high,low,early / mid 2000s,"{'aggressive': 0.3979373872280121, 'calm': 0.006878931540995836, 'chilled': 0.07617249339818954, 'dark': 0.08723847568035126, 'energetic': 0.914456307888031, 'epic': 0.20757794380187988, 'happy': 0.38990268111228943, 'romantic': 0.04864947870373726, 'sad': 0.09588193893432617, 'scary': 0.0543949156999588, 'sexy': 0.30031833052635193, 'ethereal': 0.1891840547323227, 'uplifting': 0.8435390591621399}","['energetic', 'uplifting']","{'ambient': 0.041939917782490906, 'blues': 0.008153397632254795, 'classical': 0.008504268670962616, 'electronicDance': 0.8648578416217457, 'folkCountry': 0.004615734691138972, 'funkSoul': 0.027045935731042515, 'jazz': 0.011716382070021196, 'latin': 0.012563350864432075, 'metal': 0.008840952661227097, 'pop': 0.04782844876701182, 'rapHipHop': 0.06475847129794685, 'reggae': 0.015380068682134151, 'rnb': 0.021984628994356503, 'rock': 0.03436421247368509, 'singerSongwriter': 0.005470722786743532}",['electronicDance'],"{'abstractIDMLeftfield': 0.04077192076069654, 'breakbeatDnB': 0.09753345848503904, 'deepHouse': 0.2574269745010333, 'electro': 0.19980629973235678, 'house': 0.6547647624841479, 'minimal': 0.1288534878890534, 'synthPop': 0.03182675816179788, 'techHouse': 0.4350335852044528, 'techno': 0.3036709701428648, 'trance': 0.026459023045360675}",,['house'],"{'value': 126, 'confidence': 0.8696209477443321}",126,"{'value': 'bbMinor', 'confidence': 0.5339865684509277}"
167,9531088,UNKNOWN ARTIST - UNTITLED (MYEDITS001).mp3,0.5680183969,high,low,early / mid 2000s,"{'aggressive': 0.11580562591552734, 'calm': 0.03637830540537834, 'chilled': 0.30994653701782227, 'dark': 0.1447322517633438, 'energetic': 0.6057636141777039, 'epic': 0.07355546206235886, 'happy': 0.3169598877429962, 'romantic': 0.08987488597631454, 'sad': 0.1406170129776001, 'scary': 0.05354445055127144, 'sexy': 0.5162951946258545, 'ethereal': 0.28375834226608276, 'uplifting': 0.6621420383453369}","['energetic', 'sexy', 'uplifting']","{'ambient': 0.04224908557565262, 'blues': 0.0071518490052161115, 'classical': 0.009214803169015795, 'electronicDance': 0.8158378327886263, 'folkCountry': 0.005470951825069885, 'funkSoul': 0.023051509944101174, 'jazz': 0.012015267624519765, 'latin': 0.015759780498531956, 'metal': 0.008528791309799999, 'pop': 0.044529580821593605, 'rapHipHop': 0.0706274500892808, 'reggae': 0.00965341281456252, 'rnb': 0.01728253955176721, 'rock': 0.027999680877352755, 'singerSongwriter': 0.005200575920753181}",['electronicDance'],"{'abstractIDMLeftfield': 0.011037721487466158, 'breakbeatDnB': 0.027727522227297147, 'deepHouse': 0.18679237204391186, 'electro': 0.18014286584624156, 'house': 0.7528021063391618, 'minimal': 0.24678562797136663, 'synthPop': 0.02379192940168464, 'techHouse': 0.6539834013839406, 'techno': 0.2650445965448702, 'trance': 0.07256429379175264}",,"['house', 'techHouse']","{'value': 130, 'confidence': 0.8491358738319547}",130,"{'value': 'gMajor', 'confidence': 0.49830444999363105}"
168,9531087,Unknown Artist - Pianodance.mp3,0.7900257207,high,low,late 1990s / early 2000s,"{'aggressive': 0.2537740468978882, 'calm': 0.01582512818276882, 'chilled': 0.15510931611061096, 'dark': 0.07889236509799957, 'energetic': 0.8441774249076843, 'epic': 0.1868111938238144, 'happy': 0.5325115919113159, 'romantic': 0.09464576840400696, 'sad': 0.11229779571294785, 'scary': 0.044693540781736374, 'sexy': 0.3204939067363739, 'ethereal': 0.21467278897762299, 'uplifting': 0.7978640198707581}","['energetic', 'happy', 'uplifting']","{'ambient': 0.04157760532815819, 'blues': 0.007684594951570034, 'classical': 0.008836652131994133, 'electronicDance': 0.7806149024678313, 'folkCountry': 0.007429838524726422, 'funkSoul': 0.06761792334525482, 'jazz': 0.061357804817026074, 'latin': 0.029212623146241127, 'metal': 0.0068762978923547526, 'pop': 0.0701832563980766, 'rapHipHop': 0.02089148905614148, 'reggae': 0.02037389491401289, 'rnb': 0.019727056846022606, 'rock': 0.04103719281113666, 'singerSongwriter': 0.006757297553122044}",['electronicDance'],"{'abstractIDMLeftfield': 0.03251379974316195, 'breakbeatDnB': 0.3289545179024094, 'deepHouse': 0.18032667572136785, 'electro': 0.1760566729716346, 'house': 0.46237541429820606, 'minimal': 0.06336499745270512, 'synthPop': 0.025147681032902883, 'techHouse': 0.24921483015183543, 'techno': 0.33577679436592783, 'trance': 0.10492641030673365}",,['house'],"{'value': 130, 'confidence': 0.8124415378944546}",130,"{'value': 'bbMinor', 'confidence': 0.4118836444357167}"
